,name,rating,type,ailment_tokens,positive_effects,negative_effects,description,effects,flavors,strain_id
914,Mendocino Purps,3.41,hybrid,"['depression', 'insomnia', 'pain', 'stress', 'nausea', 'headache']","Relaxed, Hungry, Euphoric, Happy, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Mendocino Purps, or Mendo Purps, or even just The Purps, comes out of Mendocino County in Northern California. Winning one of the Top Ten slots in High Times' Strains of the Year in 2007, Mendocino Purps began as a clone-only plant, but BC Bud Depot developed a stable cross to make The Purps seeds available. This cannabis strain grows well both in and outdoors. It can grow 3-4 feet at harvest indoors and 6-8 feet outdoors. Flowering time for this strain is 8-9 weeks. It has medium-thick leaves and green hues that turn more purple as the plant ripens. The taste has been likened to a caramel coffee and woodsy pine.","Relaxed,Happy,Euphoric,Tingly,Hungry","Grape, Berry, Sweet",914
915,Mexican,1.36,sativa,"['depression', 'stress', 'lack', 'appetite', 'headache', 'fatigue', 'eye', 'pressure']","Uplifted, Focused","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Mexican refers to the indigenous varieties of cannabis (or landraces) that grow natively in this region of the world. Because of this region's latitude and climate, these native landrace strains tend to be sativa in structure and effect.","Uplifted,Euphoric,Giggly,Energetic,Talkative","Earthy, Woody, Diesel",915
916,Mexican Sativa,1.14,sativa,"['depression', 'pain', 'stress', 'headache', 'headache', 'eye', 'pressure']","Hungry, Euphoric, Happy, Energetic, Talkative","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Mexican Sativa is a 70/30 sativa-dominant hybrid that offers an uplifting, clear-headed buzz alongside a fresh sandalwood aroma. To reduce the plant's flowering time, Sensi Seeds breeders crossed a cultivar from the southern province of Oaxaca with the hardy African sativa Durban Poison and a fast-flowering Pakistani indica.","Happy,Uplifted,Energetic,Hungry,Focused","Woody, Pine, Pungent",916
917,Mickey Kush,4.09,sativa,"['depression', 'pain', 'stress', 'spasticity', 'muscle', 'spasm']","Relaxed, Happy, Energetic, Uplifted, Focused","Dry Mouth, Paranoid, Dry Eyes, Anxious","Mickey Kush is a 75% sativa cross between Sweet Irish Kush and Jack The Ripper. These potent buds offer an earthy, kush flavor with lemon undertones, and deliver energetic, focused effects. Mickey Kush is renowned for its high THC and CBG cannabinoid content, making it a prime choice for tumor treatment, alleviating nausea, pain, and depression. These indoor or outdoor plants reach a medium height with a moderate to heavy yield, flowering between 7 and 8 weeks.","Uplifted,Happy,Focused,Relaxed,Euphoric","Earthy, Sweet, Lemon",917
918,Middlefork,4.09,hybrid,"['depression', 'insomnia', 'pain', 'stress', 'headache', 'headache']","Relaxed, Euphoric, Creative, Uplifted, Aroused","Dry Mouth, Dry Eyes, Anxious","Middlefork is a sativa-dominant hybrid strain bred from Dutch Treat. Created in Washington state just outside the city of Bellingham, Middlefork has become a local staple known for its potent relief of anxiety, pain, spasms, and nausea. Creativity and energy are ushered in by sweet berry and tangy citrus notes inherited from the strain’s Dutch Treat parent.","Creative,Happy,Uplifted,Focused,Euphoric","Lemon, Earthy, Blueberry",918
919,Midnight,3.64,hybrid,"['depression', 'insomnia', 'pain', 'stress', 'headache', 'inflammation']","Relaxed, Euphoric, Happy, Creative, Uplifted","Dry Mouth, Paranoid, Dry Eyes, Anxious","Midnight, a popular strain in Israel, is a sativa-dominant variety developed by Tikun Olam to treat nausea. This high-CBD strain also controls pain, inflammation, and indigestion, with uplifting and invigorating effects ideal for daytime consumption.","Happy,Uplifted,Euphoric,Relaxed,Creative","Earthy, Pine, Lavender",919
920,Milky Way,4.32,indica,"['depression', 'pain', 'stress', 'nausea', 'headache', 'headache']","Euphoric, Happy","Dry Mouth, Dry Eyes","Milky Way is an 80/20 indica-dominant blend bred by Kiwiseeds. Named for the milky white trichomes that cover its buds and sugar leaves, Milky Way has a sweet aroma with flavors of sugar and spice. The effects are characterized as potent, relaxing, and full-bodied thanks to the heavy indica influence.","Relaxed,Happy,Euphoric,Energetic,Focused","Sweet, Lavender, Flowery",920
921,Millennium,3.64,hybrid,"['depression', 'pain', 'stress', 'headache', 'fatigue', 'headache']","Hungry, Happy, Giggly","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Named after the idea that it will be around for many years, millennium is a balanced hybrid with 75% indica from the mountains of Iran crossed 25 percent with a Niagara/Shiva sativa. Easy to grow indoors and outdoors.","Creative,Relaxed,Uplifted,Happy,Energetic","Blueberry, Earthy, Berry",921
922,Mint Chocolate Chip,4.09,hybrid,"['depression', 'insomnia', 'stress', 'lack', 'appetite', 'headache', 'headache']","Relaxed, Euphoric, Happy",Dry Mouth,"Mint Chocolate Chip is a rare cross of opposing genetics. Created from SinMint Cookies and Green Ribbon BX, this strange hybrid is mentally uplifting while remaining grounded in functional relaxation. The terpene profile is sweet, minty, and herbal, and the buds are dense with resin. Mint Chocolate Chip remains functional in smaller doses, but shows its distracting and relaxing qualities with continued consumption.","Relaxed,Happy,Tingly,Uplifted,Talkative","Earthy, Minty",922
923,Mission Kush,2.73,hybrid,"['muscle', 'spasms']","Euphoric, Happy, Creative, Energetic","Paranoid, Dry Eyes","Mission Kush by View Askew Farms is a powerful West Coast herb grown near the banks of the Columbia River. Bred from Silver Surfer and Haze, Mission Kush holds on to the earthy and herbaceous terpenes of its predecessors. The complementary effects of this sativa-dominant strain set in quickly, imbuing the consumer with a strong, positive focus that promotes productivity, long conversations, and mood elevation. Utilize Mission Kush to curb depression and mental fatigue while enhancing mood and productivity.","Creative,Uplifted,Energetic,Euphoric,Happy",Pine,923
924,Misty Kush,3.64,indica,"['insomnia', 'pain', 'headache', 'headache', 'eye', 'pressure', 'muscle', 'spasm']","Relaxed, Euphoric, Happy, Talkative, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Misty Kush’s genetics include two of the most famous indica plants, White Widow and Northern Lights, along with another strong indica, Shiva. Given its origins, it may be surprising that this strain’s effects tend to be more uplifting and mental than is usually expected from an indica. Misty Kush was created by breeders at Nirvana Seeds and quickly gained a following in its native Amsterdam. Misty are true indicas as plants; they’re short in stature and will flower in 8 to 9 weeks. Indoor growing is best, but the plants’ strong stink may be a problem. This is one of those strains that truly has a “sweet stink” ranging from rotten fruit to old socks. Luckily, the taste is pure sugary goodness.","Happy,Euphoric,Relaxed,Uplifted,Talkative","Sweet, Mango, Lemon",924
925,Misty Morning,2.73,hybrid,"['depression', 'stress', 'headache', 'inflammation']","Relaxed, Euphoric, Sleepy",Dry Eyes,"Misty Morning is a sweet creeper crafted by the fine folks at Colorado Seed Inc. This slow-moving strain crawls over the body like mist, gently subduing aches and pains with a subtle yet tangible potency. By crossing Sugar Cane and Gupta Kush, CO Seed Inc. fashioned a stable indica-dominant strain with quality medicinal benefits and inspiring trichome production, making it suitable for patients and consumers with a higher THC tolerance. Enjoy Misty Morning in controlled doses as its effect can complement physical activity in small doses, but can also stunt any physical activity with continued consumption.","Sleepy,Euphoric,Relaxed","Pine, Spicy/Herbal",925
926,Mob Boss,3.86,hybrid,"['depression', 'insomnia', 'pain', 'stress', 'lack', 'appetite']","Relaxed, Euphoric, Happy, Creative, Energetic","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Released in 2009 by Grindhouse Medical Seeds, Mob Boss is a sativa-dominant hybrid bred from Chemdawg D and Tang Tang. This California strain earned its fame through its staggeringly heavy resin production and intoxicatingly potent effects. Mob Boss’ intensity hides behind a light, sweet floral aroma with undertones of citrus and herbs. While some phenotypes deliver a hard-hitting jolt of cerebral psychoactivity, others tend to induce a lighter, more clear-headed buzz. Patients use Mob Boss for potent relief of muscle tension, mood elevation, and appetite stimulation. Depending on how its traits are expressed, Mob Boss typically finishes flowering in 60 to 70 days indoors.","Energetic,Happy,Euphoric,Uplifted,Relaxed","Citrus, Earthy, Sweet",926
927,Moby Dick,3.41,sativa,"['depression', 'pain', 'stress', 'nausea', 'headache', 'fatigue']","Relaxed, Euphoric, Happy, Energetic, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Originating in Amsterdam and currently bred by Dinafem Seeds, Moby Dick’s high THC content makes it one of the strongest sativas. Winner of ‘Girl of the Year’ by the cannabis newspaper Soft Secrets in 2010, this strain is a cross between indica-dominant hybrid White Widow and sativa Haze; the former is known for its power while the latter for its cerebral stimulation, creating a mostly sativa plant that delivers a charged buzz. This strain is also favored for its short flowering period, mold resistance, and high yield, making it a grower favorite. However, the plant does require more attention and care. The aroma is a sweet citrus from the Haze, which dominates the palate with vanilla and eucalyptus tones.","Uplifted,Euphoric,Happy,Relaxed,Energetic","Citrus, Earthy, Sweet",927
928,Money Maker,4.09,indica,"['depression', 'insomnia', 'pain', 'stress', 'lack', 'appetite']","Relaxed, Hungry, Euphoric, Happy, Sleepy","Dizzy, Dry Mouth, Paranoid","Money Maker is a blend of three of the finest old school cannabis varieties. Breeder Strain Hunters has mixed the potency and vitality of Master Kush and Hindu Kush in combination with the vigorous growth and sweet flavors of Skunk #1 to form an indica-dominant cross that can be appreciated by cultivators and connoisseurs alike. Its aroma is a sharp mixture of spiced berries and piney kush. Money Maker provides an earthy mix of flavors reminiscent of dried fruits and roasted nuts that produce immediate relaxing effects. A good choice for insomnia or to stimulate your appetite, Money Maker is a strain that many reserve for the end of their day.","Relaxed,Sleepy,Happy,Euphoric,Uplifted","Earthy, Pungent, Berry",928
929,Monkey Paw,3.86,hybrid,"['depression', 'pain', 'stress', 'lack', 'appetite', 'headache']","Relaxed, Happy, Creative, Uplifted, Giggly",Dry Mouth,"Monkey Paw takes its name from its fingerling buds that resemble the curled paws of primates. It is a fabled old school strain whose roots sprouted in Michigan and has built a solid reputation for itself across the Midwest. This hybrid is a compelling mixture of Acapulco Gold and Colombian Gold sativas that are balanced by Afghani’s indica influence to produce a pungent combination of sweet and fruity flavors. Its aroma is reminiscent of the thick musk of Skunk varieties with sharp notes of zesty citrus that cut the senses. The aftertaste of fresh fruits, like grape and blueberry, serves as precursor to the relaxing effects that calm body pains and stimulate the stomach.","Relaxed,Happy,Hungry,Uplifted,Euphoric","Earthy, Spicy/Herbal, Skunk",929
930,Monolith,5.0,indica,"['depression', 'insomnia', 'pain', 'stress', 'lack', 'appetite']","Relaxed, Euphoric, Happy, Sleepy, Focused",Not Available,"Monolith is an indica-dominant strain with Afghan roots that stretch back to the 1980s. This indica exhibits a pungent aroma that has an earthy, herbaceous core glazed with stinky-sweet terpenes powerful enough to clear a room. The onset of Monolith is surprisingly uplifting, making the consumer smile and laugh while banishing stress and anxiety from the mind. Monolith stimulates the appetite and infuses the limbs with a warm, tingly sensation. Enjoy this indica to nullify stress, curb minor physical pain, and encourage rest and relaxation.","Relaxed,Sleepy,Tingly,Euphoric,Focused","Pungent, Earthy, Pine",930
931,Monster Cookies,4.09,indica,"['depression', 'insomnia', 'pain', 'stress', 'inflammation']","Relaxed, Hungry, Euphoric, Happy, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Monster Cookies is an 80% indica cross between Girl Scout Cookies and Granddaddy Purple that delivers a jarring dose of euphoria and relaxation. Its aroma is dominated by earthy notes, enriched by a grape and berry scent passed on by Granddaddy Purple. Hues of purple and green weave together under a silver blanket of crystal trichomes, colors that continue to darken with maturation. Calming sedation wells up over time, making this strain ideal for late night use.","Relaxed,Happy,Sleepy,Euphoric,Hungry","Earthy, Sweet, Grape",931
932,Montana Silvertip,4.09,hybrid,"['depression', 'insomnia', 'pain', 'stress', 'lack', 'appetite']","Relaxed, Euphoric, Happy, Uplifted, Focused","Dry Mouth, Dry Eyes","Montana Silvertip is a Granddaddy Purple and Super Silver Haze hybrid cross that inherits the name of its homeland. Typical medical applications for Montana Silvertip include ADD/ADHD, migraines, and anxiety.","Relaxed,Happy,Euphoric,Uplifted,Giggly","Earthy, Sweet, Berry",932
933,Moon Cookies,4.55,hybrid,"['depression', 'insomnia', 'eye', 'pressure', 'inflammation', 'muscle', 'spasm']","Relaxed, Euphoric, Happy, Creative, Sleepy","Dizzy, Dry Mouth, Dry Eyes","Moon Cookies is a twice deep GSC x GSC cross that is certain to moon rock you! This intergalactic herb’s stinky-sweet terpene profile is a complex melange of dough, earth, and green forest. The effects are those of classic Girl Scout Cookies, and the buds are resinous rocks that are hard and dense. Enjoy Moon Cookies into the afternoon as the physical effects of this strain can get heavier and more sedative with continued consumption. But in good measure, Moon Cookies offers a bright cerebral buzz that can improve mood while its physical effects mute minor physical discomfort, nausea, and stress.","Hungry,Focused,Euphoric,Happy,Relaxed","Earthy, Blueberry, Citrus",933
